Date;Open Price;High Price;Low Price;Close Price;WAP;No.of Shares;No. of Trades;Total Turnover (Rs.);Deliverable Quantity;% Deli. Qty to Traded Qty;Spread High-Low;Spread Close-Open
11-Feb-19;484.00;487.50;436.00;436.00;446.920.881.622.156.000.000;230212;8265;102886550.00;86920;37.76;51.50;-48.00
08-Feb-19;514.00;519.90;480.05;484.40;494.666.149.340.172.000.000;211343;6657;104544228.00;49271;23.31;39.85;-29.60
07-Feb-19;513.90;526.00;503.40;511.90;515.771.264.535.307.000.000;171565;5702;88488297.00;40682;23.71;22.60;-2.00
06-Feb-19;527.00;568.00;502.80;515.95;531.097.387.652.217.000.000;570483;18958;302982031.00;61351;10.75;65.20;-11.05
05-Feb-19;525.00;539.95;507.00;518.45;524.416.612.100.035.000.000;181735;5903;95304853.00;31996;17.61;32.95;-6.55
04-Feb-19;548.50;548.50;512.00;523.40;523.126.970.323.455.000.000;182838;6314;95647489.00;37951;20.76;36.50;-25.10
01-Feb-19;604.00;622.10;547.20;558.40;578.714.247.859.783.000.000;1018939;31900;589674517.00;159533;15.66;74.90;-45.60
31-Jan-19;535.10;565.55;530.00;565.55;558.978.371.681.950.000.000;330955;7202;184996687.00;65751;19.87;35.55;30.45
30-Jan-19;483.10;514.15;482.40;514.15;504.628.962.313.791.000.000;496017;12917;250304544.00;73391;14.80;31.75;31.05
29-Jan-19;490.00;498.75;459.30;467.45;474.515.549.962.939.000.000;580130;18635;275280706.00;82463;14.21;39.45;-22.55
28-Jan-19;525.00;537.95;470.00;500.85;510.931.982.860.181.000.000;671419;21650;343049441.00;89849;13.38;67.95;-24.15
25-Jan-19;625.00;639.65;544.50;552.20;578.427.115.803.510.000.000;881899;33009;510114295.00;178510;20.24;95.15;-72.80
24-Jan-19;675.00;678.90;616.00;624.65;636.968.598.001.335.000.000;357939;14723;227995903.00;95134;26.58;62.90;-50.35
23-Jan-19;680.40;698.50;668.50;671.20;681.069.011.730.019.000.000;141773;5173;96557197.00;43646;30.79;30.00;-9.20
22-Jan-19;687.00;696.85;675.00;679.15;682.242.011.377.203.000.000;142390;5689;97144440.00;37129;26.08;21.85;-7.85
21-Jan-19;701.00;721.45;681.00;684.05;696.424.441.108.416.000.000;233811;8711;162831695.00;45502;19.46;40.45;-16.95
18-Jan-19;734.00;737.00;698.00;700.00;712.580.059.347.729.000.000;216352;7698;154168121.00;55161;25.50;39.00;-34.00
17-Jan-19;756.90;777.50;724.00;731.05;750.270.938.413.501.000.000;341406;12759;256147000.00;69594;20.38;53.50;-25.85
16-Jan-19;700.00;799.70;690.00;752.50;767.141.330.709.029.000.000;770236;27149;590879870.00;115367;14.98;109.70;52.50
15-Jan-19;705.00;708.15;690.70;694.65;698.300.943.977.016.000.000;77968;2669;54445128.00;26184;33.58;17.45;-10.35
14-Jan-19;725.55;725.55;705.00;706.95;713.234.266.894.738.000.000;78338;2284;55873346.00;26681;34.06;20.55;-18.60
11-Jan-19;730.00;730.00;719.00;720.15;722.842.004.716.277.000.000;33501;1210;24215930.00;11733;35.02;11.00;-9.85
10-Jan-19;721.00;734.30;721.00;724.55;726.783.727.271.206.000.000;59781;2447;43447858.00;18373;30.73;13.30;3.55
09-Jan-19;726.00;729.80;721.00;723.40;724.471.142.020.170.000.000;44719;1748;32397625.00;13285;29.71;8.80;-2.60
08-Jan-19;722.60;735.60;715.05;718.70;724.382.855.787.079.000.000;71651;2501;51902756.00;19947;27.84;20.55;-3.90
07-Jan-19;733.00;744.90;720.00;722.60;728.828.603.991.934.000.000;68438;2321;49879572.00;26434;38.62;24.90;-10.40
04-Jan-19;743.00;747.25;722.00;729.75;733.645.906.658.880.000.000;63359;2481;46483071.00;18422;29.08;25.25;-13.25
03-Jan-19;752.95;759.75;733.10;739.10;748.395.597.467.755.000.000;38069;1676;28490672.00;13713;36.02;26.65;-13.85
02-Jan-19;755.00;764.00;747.00;748.75;752.867.324.951.360.000.000;47801;2029;35987811.00;17805;37.25;17.00;-6.25
01-Jan-19;757.00;763.60;747.00;755.25;756.992.467.487.875.000.000;46598;1839;35274335.00;12535;26.90;16.60;-1.75
31-Dec-18;774.90;778.15;753.00;756.45;763.406.207.508.128.000.000;84575;3046;64565080.00;26646;31.51;25.15;-18.45
28-Dec-18;774.00;778.95;761.05;769.70;770.850.930.382.385.000.000;52774;2279;40680887.00;14488;27.45;17.90;-4.30
27-Dec-18;760.00;781.70;760.00;772.75;774.664.916.377.256.000.000;84367;3709;65356155.00;22779;27.00;21.70;12.75
26-Dec-18;750.00;775.05;708.55;753.35;741.329.393.380.328.000.000;290528;10827;215376946.00;35868;12.35;66.50;3.35
24-Dec-18;798.80;798.80;751.15;753.95;765.499.009.009.009.000.000;133200;8232;101964468.00;45976;34.52;47.65;-44.85
21-Dec-18;828.75;829.70;791.10;795.30;806.536.303.044.232.000.000;143583;4502;115804902.00;57933;40.35;38.60;-33.45
20-Dec-18;838.65;855.25;825.00;828.80;837.901.639.783.147.000.000;74705;2710;62595442.00;24295;32.52;30.25;-9.85
19-Dec-18;850.00;853.90;838.65;842.20;844.223.820.078.002.000.000;58203;2653;49136359.00;21308;36.61;15.25;-7.80
18-Dec-18;875.00;877.70;849.00;855.55;865.596.716.181.167.000.000;233265;4286;201913418.00;39956;17.13;28.70;-19.45
17-Dec-18;863.00;868.80;846.70;848.50;853.986.171.003.717.000.000;40350;1692;34458342.00;16362;40.55;22.10;-14.50
14-Dec-18;875.00;884.80;860.10;863.40;869.394.106.167.912.000.000;45607;1846;39650457.00;14394;31.56;24.70;-11.60
13-Dec-18;888.00;893.90;872.40;875.10;881.909.570.015.220.000.000;52560;1573;46353167.00;20137;38.31;21.50;-12.90
12-Dec-18;898.00;908.80;878.50;881.00;890.562.968.868.916.000.000;55186;2096;49146608.00;19913;36.08;30.30;-17.00
11-Dec-18;885.00;903.95;876.85;887.85;893.567.639.561.852.000.000;43547;1902;38912190.00;11531;26.48;27.10;2.85
10-Dec-18;880.00;900.55;863.80;896.35;892.008.228.759.514.000.000;43749;2364;39024468.00;13769;31.47;36.75;16.35
07-Dec-18;873.80;901.95;869.95;890.20;888.959.038.187.353.000.000;77853;3524;69208128.00;17519;22.50;32.00;16.40
06-Dec-18;881.00;882.50;850.00;863.80;863.758.771.411.695.000.000;67720;2827;58493744.00;19355;28.58;32.50;-17.20
05-Dec-18;908.00;909.95;880.00;882.95;892.729.210.054.729.000.000;61941;2425;55296540.00;20117;32.48;29.95;-25.05
04-Dec-18;934.80;935.85;915.05;917.20;923.356.254.387.196.000.000;35615;1281;32885333.00;11931;33.50;20.80;-17.60
03-Dec-18;935.00;944.30;925.25;929.50;932.761.142.140.658.000.000;35092;1270;32732454.00;12769;36.39;19.05;-5.50
30-Nov-18;938.05;949.10;930.00;932.45;937.061.338.101.825.000.000;29639;1520;27773561.00;8269;27.90;19.10;-5.60
29-Nov-18;928.00;949.70;920.30;932.50;935.227.854.032.302.000.000;36282;1442;33931937.00;6686;18.43;29.40;4.50
28-Nov-18;949.00;954.90;920.00;922.90;937.438.592.203.348.000.000;40915;1996;38355300.00;15811;38.64;34.90;-26.10
27-Nov-18;936.20;969.00;928.00;943.90;952.531.849.605.602.000.000;55401;2782;52771217.00;9686;17.48;41.00;7.70
26-Nov-18;959.90;961.75;932.25;936.60;942.800.583.351.286.000.000;60341;2426;56889530.00;16093;26.67;29.50;-23.30
22-Nov-18;979.00;979.00;950.00;954.65;962.265.614.365.740.000.000;38202;1868;36760471.00;13497;35.33;29.00;-24.35
21-Nov-18;975.00;984.50;971.50;973.40;976.598.013.750.954.000.000;26180;1263;25567336.00;8291;31.67;13.00;-1.60
20-Nov-18;982.00;990.00;972.40;978.75;982.248.101.725.703.000.000;55050;2157;54072758.00;15388;27.95;17.60;-3.25
19-Nov-18;975.00;988.55;965.50;968.45;978.542.650.230.515.000.000;50539;2326;49454567.00;13426;26.57;23.05;-6.55
16-Nov-18;987.00;991.45;966.95;972.50;978.690.730.966.195.000.000;76351;3129;74724016.00;27533;36.06;24.50;-14.50
15-Nov-18;989.95;992.25;964.70;984.55;984.906.931.786.799.000.000;32589;1394;32097132.00;9072;27.84;27.55;-5.40
14-Nov-18;1019.60;1019.60;996.00;999.30;1.004.604.677.677.310.000.000;63151;2042;63441790.00;24825;39.31;23.60;-20.30
13-Nov-18;997.00;1016.00;990.70;1009.45;1.005.142.873.525.320.000.000;69761;3022;70119772.00;25930;37.17;25.30;12.45
12-Nov-18;999.00;1022.00;994.00;997.45;1.006.779.997.210.800.000.000;93217;4087;93849011.00;27333;29.32;28.00;-1.55
09-Nov-18;1008.00;1008.00;982.85;994.80;994.315.756.759.556.000.000;67571;2795;67186910.00;21068;31.18;25.15;-13.20
07-Nov-18;998.00;1000.60;991.00;995.30;995.630.250.906.247.000.000;42207;1591;42022566.00;20698;49.04;9.60;-2.70
06-Nov-18;978.90;999.00;953.90;981.05;982.559.450.694.597.000.000;194573;9569;191179540.00;31579;16.23;45.10;2.15
05-Nov-18;980.00;996.00;954.40;969.90;973.899.163.650.658.000.000;73773;4155;71847463.00;24641;33.40;41.60;-10.10
02-Nov-18;1004.00;1006.05;973.45;976.50;989.221.052.126.562.000.000;83374;3990;82475316.00;31875;38.23;32.60;-27.50
01-Nov-18;1000.00;1034.25;974.15;996.05;1.007.261.527.344.750.000.000;197899;9121;199336049.00;41465;20.95;60.10;-3.95
31-Oct-18;971.90;971.90;941.75;953.05;957.898.362.399.787.000.000;78957;3420;75632781.00;18454;23.37;30.15;-18.85
30-Oct-18;971.00;991.90;962.00;966.35;976.789.056.304.520.000.000;136188;5532;133026948.00;33309;24.46;29.90;-4.65
29-Oct-18;970.35;970.35;922.00;960.70;958.387.083.680.055.000.000;394168;9673;377765520.00;86268;21.89;48.35;-9.65
26-Oct-18;943.90;964.25;915.00;924.15;944.253.720.864.925.000.000;78342;3561;73974725.00;15931;20.34;49.25;-19.75
25-Oct-18;900.00;955.65;885.00;942.55;922.989.486.570.946.000.000;93119;4466;85947858.00;20059;21.54;70.65;42.55
24-Oct-18;968.00;976.30;915.00;922.15;937.887.030.388.835.000.000;98885;4781;92742959.00;23164;23.43;61.30;-45.85
23-Oct-18;988.00;1026.95;955.90;959.35;980.239.965.911.139.000.000;122034;4895;119622604.00;28882;23.67;71.05;-28.65
22-Oct-18;1047.20;1060.00;995.05;1006.20;1.028.826.893.898.750.000.000;65249;2972;67129926.00;20117;30.83;64.95;-41.00
19-Oct-18;1020.05;1050.00;985.75;1036.05;1.019.614.545.519.890.000.000;111292;5597;113474942.00;25281;22.72;64.25;16.00
17-Oct-18;1058.15;1058.15;978.85;1010.65;1.036.887.412.508.560.000.000;115297;3770;119550008.00;31711;27.50;79.30;-47.50
16-Oct-18;1007.80;1007.80;980.00;1007.80;1.001.179.086.715.330.000.000;156293;3839;156477283.00;45632;29.20;27.80;0.00
15-Oct-18;959.85;959.85;959.85;959.85;959.849.912.302.681.000.000;7982;207;7661522.00;7974;99.90;0.00;0.00
12-Oct-18;914.15;914.15;914.15;914.15;914.149.905.123.339.000.000;2635;127;2408785.00;2635;100.00;0.00;0.00
11-Oct-18;870.65;870.65;870.50;870.65;870.649.516.381.027.000.000;83847;808;73001350.00;59345;70.78;0.15;0.00
10-Oct-18;824.60;829.20;824.60;829.20;828.023.454.446.854.000.000;7376;180;6107501.00;7278;98.67;4.60;4.60
09-Oct-18;790.00;808.00;783.00;789.75;794.188.053.773.296.000.000;52368;1964;41590040.00;12863;24.56;25.00;-0.25
08-Oct-18;803.00;816.95;765.00;786.85;792.715.605.221.980.000.000;85638;3696;67886579.00;19182;22.40;51.95;-16.15
05-Oct-18;815.00;825.00;790.00;803.55;812.856.587.854.737.000.000;59974;2956;48750261.00;16883;28.15;35.00;-11.45
04-Oct-18;835.00;837.00;806.50;812.80;818.483.046.355.351.000.000;58483;2556;47867344.00;15632;26.73;30.50;-22.20
03-Oct-18;865.00;871.10;822.00;848.75;852.861.918.538.602.000.000;66019;3201;56305091.00;17799;26.96;49.10;-16.25
01-Oct-18;852.00;869.90;806.00;852.05;831.710.349.149.677.000.000;105313;5452;87589912.00;22417;21.29;63.90;0.05
28-Sep-18;815.00;848.00;780.00;841.40;816.986.269.524.155.000.000;151415;4711;123703976.00;45090;29.78;68.00;26.40
27-Sep-18;820.00;859.55;804.50;807.65;831.180.094.031.396.000.000;87843;3446;73013353.00;22861;26.02;55.05;-12.35
26-Sep-18;850.00;894.40;835.00;843.15;859.527.942.161.297.000.000;73169;3357;62890800.00;20188;27.59;59.40;-6.85
25-Sep-18;899.50;899.50;856.65;856.65;861.123.591.893.593.000.000;223971;4221;192866712.00;98905;44.16;42.85;-42.85
24-Sep-18;954.10;956.90;901.45;901.70;916.490.853.071.442.000.000;77895;3357;71390055.00;31567;40.53;55.45;-52.40
21-Sep-18;916.00;978.00;905.75;948.85;942.644.637.182.131.000.000;184707;7047;174113063.00;50881;27.55;72.25;32.85
19-Sep-18;991.00;998.65;941.40;953.40;974.805.944.688.550.000.000;58035;2370;56572863.00;14144;24.37;57.25;-37.60
18-Sep-18;998.00;1012.00;982.00;985.80;997.884.891.980.744.000.000;68136;2287;67991885.00;14109;20.71;30.00;-12.20
17-Sep-18;1004.95;1013.20;988.00;992.10;998.406.377.860.986.000.000;40327;1602;40262734.00;8698;21.57;25.20;-12.85
14-Sep-18;1018.00;1019.20;1000.25;1001.60;1.006.359.117.827.240.000.000;48970;1377;49281406.00;23610;48.21;18.95;-16.40
12-Sep-18;1005.00;1016.00;996.15;1010.50;1.005.519.952.013.190.000.000;66685;2373;67053098.00;14611;21.91;19.85;5.50
11-Sep-18;997.00;1023.10;996.80;1000.30;1.006.785.873.759.850.000.000;67633;2452;68091949.00;17557;25.96;26.30;3.30
10-Sep-18;992.50;1013.45;990.10;993.30;998.650.212.180.295.000.000;43595;1826;43536156.00;15310;35.12;23.35;0.80
07-Sep-18;1025.00;1025.00;968.20;990.60;990.381.234.808.631.000.000;147699;5075;146278318.00;37288;25.25;56.80;-34.40
06-Sep-18;1023.95;1029.00;1005.35;1015.40;1.017.823.198.562.440.000.000;55650;2277;56641861.00;14650;26.33;23.65;-8.55
05-Sep-18;1009.90;1030.00;986.60;1016.15;1.000.877.153.167.370.000.000;70942;2087;71004227.00;22409;31.59;43.40;6.25
04-Sep-18;1012.00;1019.00;988.15;997.95;1.002.086.135.037.510.000.000;57584;2118;57704128.00;12457;21.63;30.85;-14.05
03-Sep-18;1041.00;1049.90;1007.25;1010.30;1.025.969.996.738.770.000.000;73592;2862;75503184.00;21628;29.39;42.65;-30.70
31-Aug-18;991.00;1024.00;986.50;1012.50;1.006.012.587.373.240.000.000;71103;2563;71530513.00;22678;31.89;37.50;21.50
30-Aug-18;985.00;997.00;977.00;988.75;987.336.082.767.447.000.000;56254;2271;55541604.00;16663;29.62;20.00;3.75
29-Aug-18;1009.00;1014.65;974.45;981.35;987.652.340.911.450.000.000;96330;3461;95140550.00;27699;28.75;40.20;-27.65
28-Aug-18;1012.00;1021.00;1001.00;1011.90;1.010.427.933.350.780.000.000;57315;2121;57912677.00;16810;29.33;20.00;-0.10
27-Aug-18;1002.80;1023.60;986.00;1011.00;1.008.569.075.234.960.000.000;105443;4069;106346549.00;24064;22.82;37.60;8.20
24-Aug-18;999.00;1018.80;966.90;979.70;984.274.136.760.233.000.000;175241;6923;172485184.00;53837;30.72;51.90;-19.30
23-Aug-18;1054.90;1054.90;999.80;1000.95;1.014.412.245.698.040.000.000;142842;5753;144900674.00;45789;32.06;55.10;-53.95
21-Aug-18;1053.95;1070.00;1000.00;1052.40;1.040.621.131.701.460.000.000;153362;5983;159591738.00;26704;17.41;70.00;-1.55
20-Aug-18;1095.85;1109.65;1041.10;1041.60;1.058.242.974.951.940.000.000;136298;5712;144236401.00;57771;42.39;68.55;-54.25
17-Aug-18;1115.00;1118.65;1090.35;1095.85;1.102.320.899.269.730.000.000;69701;3279;76832869.00;15859;22.75;28.30;-19.15
16-Aug-18;1094.90;1118.45;1086.60;1106.70;1.106.998.580.748.260.000.000;83847;5122;92818510.00;33087;39.46;31.85;11.80
14-Aug-18;1105.00;1126.40;1094.00;1097.90;1.109.963.394.221.670.000.000;82446;4141;91512042.00;22843;27.71;32.40;-7.10
13-Aug-18;1089.00;1117.80;1060.00;1097.80;1.091.777.266.918.230.000.000;132239;6449;144375534.00;30056;22.73;57.80;8.80
10-Aug-18;1095.05;1125.45;1080.00;1106.80;1.111.794.481.552.710.000.000;142975;6019;158958816.00;34277;23.97;45.45;11.75
09-Aug-18;1078.00;1109.40;1072.05;1094.75;1.089.823.770.441.290.000.000;162294;6385;176871859.00;53705;33.09;37.35;16.75
08-Aug-18;982.25;1059.60;975.60;1059.60;1.042.192.023.490.120.000.000;339547;9400;353873175.00;70363;20.72;84.00;77.35
07-Aug-18;1085.00;1085.00;1009.15;1009.15;1.032.354.458.373.450.000.000;234682;8992;242275009.00;86206;36.73;75.85;-75.85
06-Aug-18;1063.00;1093.00;1056.00;1062.25;1.073.537.540.885.460.000.000;230522;7839;247474021.00;74747;32.43;37.00;-0.75
03-Aug-18;1051.80;1065.00;1030.50;1054.90;1.051.073.684.210.520.000.000;125780;4770;132204048.00;29341;23.33;34.50;3.10
02-Aug-18;1044.80;1069.50;1017.20;1038.60;1.047.122.829.551.540.000.000;337891;10843;353813380.00;86275;25.53;52.30;-6.20
01-Aug-18;1015.00;1031.00;1002.95;1018.60;1.018.535.715.678.500.000.000;153854;5314;156705794.00;32094;20.86;28.05;3.60
31-Jul-18;970.60;1021.35;965.00;1017.80;1.005.059.470.079.110.000.000;263662;5733;264995990.00;79327;30.09;56.35;47.20
30-Jul-18;989.00;989.00;961.20;972.75;975.988.236.983.654.000.000;76596;4015;74756795.00;15531;20.28;27.80;-16.25
27-Jul-18;1005.50;1006.00;975.00;977.20;984.085.703.637.646.000.000;75131;3914;73935343.00;20655;27.49;31.00;-28.30
26-Jul-18;989.40;1002.90;987.70;995.40;995.508.553.023.977.000.000;83830;3103;83453482.00;17778;21.21;15.20;6.00
25-Jul-18;975.00;1004.00;975.00;985.75;991.104.383.936.576.000.000;127146;4548;126014958.00;31055;24.42;29.00;10.75
24-Jul-18;1006.00;1006.00;963.50;968.40;978.813.249.086.635.000.000;136583;6741;133689250.00;39924;29.23;42.50;-37.60
23-Jul-18;1022.80;1028.00;990.00;1006.45;1.012.404.852.402.750.000.000;100239;4130;101482450.00;35079;35.00;38.00;-16.35
20-Jul-18;1001.00;1021.80;997.00;1016.30;1.011.694.800.708.200.000.000;92628;3745;93711266.00;25391;27.41;24.80;15.30
19-Jul-18;991.70;1004.80;972.00;997.50;992.959.565.462.753.000.000;106320;4389;105571461.00;19434;18.28;32.80;5.80
18-Jul-18;998.00;1011.90;967.00;982.10;1.000.778.722.379.840.000.000;290775;8338;291001433.00;58606;20.16;44.90;-15.90
17-Jul-18;925.00;963.75;901.95;963.75;952.122.024.797.128.000.000;132596;2939;126247572.00;23524;17.74;61.80;38.75
16-Jul-18;950.00;955.50;916.00;917.90;929.641.285.584.569.000.000;100219;3601;93167720.00;24548;24.49;39.50;-32.10
13-Jul-18;990.00;990.00;941.20;947.35;960.239.636.814.284.000.000;118617;4387;113900745.00;26334;22.20;48.80;-42.65
12-Jul-18;1009.70;1020.00;980.00;986.70;998.717.289.185.941.000.000;100693;4123;100563840.00;21450;21.30;40.00;-23.00
11-Jul-18;1009.80;1023.55;988.00;1008.30;1.005.334.332.096.860.000.000;166873;6340;167763156.00;25749;15.43;35.55;-1.50
10-Jul-18;1005.05;1027.00;1003.00;1009.80;1.014.353.986.105.760.000.000;176764;6381;179301268.00;53395;30.21;24.00;4.75
09-Jul-18;950.00;986.75;949.00;984.60;970.152.846.215.471.000.000;182242;5878;176802595.00;37142;20.38;37.75;34.60
06-Jul-18;951.00;978.70;929.15;939.80;949.201.585.147.304.000.000;133363;5334;126588371.00;24565;18.42;49.55;-11.20
05-Jul-18;954.95;1003.95;933.15;948.95;971.872.321.817.714.000.000;346457;9816;336711969.00;52983;15.29;70.80;-6.00
04-Jul-18;929.00;971.75;927.20;969.50;962.409.544.998.821.000.000;250351;5786;240940192.00;66564;26.59;44.55;40.50
03-Jul-18;888.95;926.15;865.00;925.50;909.521.738.865.885.000.000;328697;8634;298957067.00;64649;19.67;61.15;36.55
02-Jul-18;857.00;882.05;857.00;882.05;875.527.477.505.892.000.000;174379;4026;152673606.00;51306;29.42;25.05;25.05
29-Jun-18;828.90;840.05;824.00;840.05;839.617.884.552.700.000.000;134988;1622;113338339.00;27742;20.55;16.05;11.15
28-Jun-18;801.05;822.10;786.95;800.05;801.772.400.410.911.000.000;78849;2117;63218952.00;16019;20.32;35.15;-1.00
27-Jun-18;823.30;834.05;791.00;798.70;810.600.518.678.079.000.000;70564;2057;57199215.00;20224;28.66;43.05;-24.60
26-Jun-18;820.00;848.75;818.50;831.60;834.338.319.987.007.000.000;160094;4637;133572559.00;31245;19.52;30.25;11.60
25-Jun-18;778.00;820.75;778.00;820.75;814.400.502.775.219.000.000;160708;3370;130880676.00;32564;20.26;42.75;42.75
22-Jun-18;785.95;789.00;772.15;781.70;782.280.177.306.052.000.000;65198;1694;51003103.00;18310;28.08;16.85;-4.25
21-Jun-18;792.00;794.65;773.00;776.95;782.137.238.058.050.000.000;76830;2043;60091604.00;15165;19.74;21.65;-15.05
20-Jun-18;785.00;802.05;783.20;795.20;793.827.994.923.562.000.000;85887;2413;68179505.00;13318;15.51;18.85;10.20
19-Jun-18;800.00;800.05;770.05;789.70;785.915.841.539.146.000.000;109983;2841;86437382.00;22354;20.32;30.00;-10.30
18-Jun-18;815.00;826.25;798.00;800.50;810.078.258.967.629.000.000;68580;1715;55555167.00;15913;23.20;28.25;-14.50
15-Jun-18;825.00;832.10;812.45;815.60;821.591.860.225.606.000.000;82533;2001;67808441.00;21742;26.34;19.65;-9.40
14-Jun-18;820.00;833.75;811.20;826.35;825.753.644.448.519.000.000;119977;2714;99071445.00;27700;23.09;22.55;6.35
13-Jun-18;834.00;839.00;811.10;820.15;826.501.076.613.895.000.000;97528;2850;80606997.00;18060;18.52;27.90;-13.85
12-Jun-18;847.00;857.00;816.85;831.40;836.444.393.454.058.000.000;108953;3278;91133126.00;23799;21.84;40.15;-15.60
11-Jun-18;850.00;864.90;840.00;844.50;855.349.602.787.978.000.000;106744;2634;91303438.00;22429;21.01;24.90;-5.50
08-Jun-18;837.00;863.90;816.05;848.80;845.547.617.132.580.000.000;310823;7617;262815647.00;49277;15.85;47.85;11.80
07-Jun-18;821.00;838.45;816.00;838.45;830.310.126.487.012.000.000;199309;4137;165488281.00;50434;25.30;22.45;17.45
06-Jun-18;722.55;798.55;722.55;798.55;762.785.400.711.212.000.000;772202;10062;589024412.00;243973;31.59;76.00;76.00
05-Jun-18;760.55;760.55;760.55;760.55;760.549.965.659.340.000.000;11648;350;8858886.00;11520;98.90;0.00;0.00
04-Jun-18;807.00;818.70;800.55;800.55;801.173.265.992.540.000.000;185524;2018;148636869.00;143388;77.29;18.15;-6.45
01-Jun-18;842.65;877.00;842.65;842.65;847.528.045.231.792.000.000;289354;5068;245235630.00;138743;47.95;34.35;0.00
31-May-18;887.70;906.80;866.50;886.95;886.823.856.947.832.000.000;446830;9850;396259504.00;64509;14.44;40.30;-0.75
30-May-18;858.00;891.40;853.15;881.25;879.298.703.965.629.000.000;433399;9702;381087179.00;54748;12.63;38.25;23.25
29-May-18;844.00;880.00;834.25;864.55;864.478.827.017.472.000.000;567988;12419;491013600.00;85902;15.12;45.75;20.55
28-May-18;830.00;838.80;819.80;834.25;831.388.954.113.542.000.000;182276;3972;151542253.00;34015;18.66;19.00;4.25
25-May-18;822.00;836.70;805.60;821.90;820.416.557.988.937.000.000;222370;4980;182436030.00;41462;18.65;31.10;-0.10
24-May-18;832.00;841.65;800.20;814.70;820.860.745.856.353.000.000;217200;4867;178290954.00;43818;20.17;41.45;-17.30
23-May-18;825.00;853.00;817.00;826.60;837.997.470.019.434.000.000;506328;10419;424301583.00;100745;19.90;36.00;1.60
22-May-18;804.00;829.00;801.05;823.90;820.605.205.967.502.000.000;387901;8533;318313580.00;75626;19.50;27.95;19.90
21-May-18;792.65;812.00;766.75;799.50;793.333.395.762.949.000.000;416469;9965;330398766.00;65269;15.67;45.25;6.85
18-May-18;829.30;833.40;788.00;792.65;808.561.093.454.498.000.000;458437;10333;370674322.00;86095;18.78;45.40;-36.65
17-May-18;783.00;846.00;775.15;823.35;812.048.531.407.099.000.000;1329572;25974;1079676990.00;200491;15.08;70.85;40.35
16-May-18;745.00;778.00;742.00;772.40;764.161.252.285.592.000.000;502058;10677;383653270.00;100728;20.06;36.00;27.40
15-May-18;744.00;763.80;742.75;750.30;753.157.480.459.208.000.000;327520;8099;246674138.00;55193;16.85;21.05;6.30
14-May-18;761.00;773.75;740.20;743.95;755.830.059.393.508.000.000;726342;15302;548991117.00;108157;14.89;33.55;-17.05
11-May-18;748.00;768.90;711.00;731.30;748.181.411.231.149.000.000;527426;11683;394610329.00;112098;21.25;57.90;-16.70
10-May-18;779.95;795.00;740.00;745.80;767.524.619.227.870.000.000;734954;16143;564095289.00;177884;24.20;55.00;-34.15
09-May-18;734.95;784.70;726.00;775.75;764.865.280.807.540.000.000;800851;17907;612543125.00;145096;18.12;58.70;40.80
08-May-18;733.10;745.00;720.00;732.95;733.981.657.360.243.000.000;265229;6378;194673221.00;64843;24.45;25.00;-0.15
07-May-18;715.00;729.45;706.55;726.00;722.413.373.300.015.000.000;184487;4609;133275876.00;49606;26.89;22.90;11.00
04-May-18;697.00;717.55;697.00;712.45;712.289.420.690.301.000.000;170824;4158;121676128.00;42539;24.90;20.55;15.45
03-May-18;704.00;711.75;693.00;697.00;700.351.711.011.601.000.000;126621;3341;88679234.00;33585;26.52;18.75;-7.00
02-May-18;700.00;724.25;691.50;711.60;711.483.108.313.568.000.000;328860;10314;233978335.00;73646;22.39;32.75;11.60
30-Apr-18;690.00;703.00;683.00;696.55;694.132.969.527.717.000.000;210552;6234;146151085.00;52202;24.79;20.00;6.55
27-Apr-18;663.00;695.00;663.00;681.85;686.138.851.241.319.000.000;190362;5141;130614764.00;35650;18.73;32.00;18.85
26-Apr-18;675.15;684.30;665.00;669.65;671.181.350.850.645.000.000;141422;3985;94919809.00;39044;27.61;19.30;-5.50
25-Apr-18;680.00;701.60;673.30;678.80;688.251.154.309.763.000.000;195788;5097;134751317.00;42139;21.52;28.30;-1.20
24-Apr-18;700.00;702.70;680.60;683.20;688.830.407.436.409.000.000;118767;3816;81810321.00;36201;30.48;22.10;-16.80
23-Apr-18;712.45;718.75;695.15;699.55;706.441.956.689.868.000.000;206880;4573;146148712.00;55734;26.94;23.60;-12.90
20-Apr-18;667.00;711.40;646.00;705.60;684.919.123.673.659.000.000;586859;11970;401950952.00;88172;15.02;65.40;38.60
19-Apr-18;692.50;697.95;615.90;664.75;661.219.090.893.042.000.000;736393;17618;486917110.00;125314;17.02;82.05;-27.75
18-Apr-18;705.00;709.90;687.10;695.90;701.483.312.887.295.000.000;190746;4457;133805136.00;41336;21.67;22.80;-9.10
17-Apr-18;708.10;711.00;700.30;701.50;704.054.161.712.247.000.000;134560;3515;94737528.00;34492;25.63;10.70;-6.60
16-Apr-18;700.00;714.80;695.00;706.00;707.368.260.315.887.000.000;173543;3447;122758810.00;41486;23.91;19.80;6.00
13-Apr-18;705.00;717.60;698.00;700.60;707.610.888.730.392.000.000;206103;6133;145840727.00;60225;29.22;19.60;-4.40
12-Apr-18;707.00;718.55;700.10;703.00;707.837.259.083.943.000.000;256469;6642;181538314.00;56368;21.98;18.45;-4.00
11-Apr-18;706.05;721.90;700.55;706.50;711.219.371.029.168.000.000;226338;5842;160975970.00;45507;20.11;21.35;0.45
